Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;190;"2316";"1326";"0315";"1796";11115;"05OP";"Não";2,00;0,00;0,00;0,00;
2025;190;"2316";"1326";"0315";"1797";11109;"05OM";"Não";1,00;0,00;0,00;0,00;
2025;190;"2316";"1326";"0315";"1798";11106;"05OK";"Não";10,00;10,00;10,00;10,00;
2025;190;"2316";"1326";"0315";"1801";11078;"05NZ";"Não";2,00;2,00;2,00;2,00;
2025;190;"2316";"1326";"0316";"1615";10845;"05JC";"Não";125,00;125,00;125,00;125,00;
2025;190;"2316";"1326";"0316";"1616";10842;"05JB";"Não";4,00;4,00;4,00;4,00;
2025;190;"2316";"1326";"0316";"1618";10841;"05J9";"Não";150,00;150,00;150,00;150,00;
2025;190;"2316";"1326";"0316";"1619";10839;"05J8";"Não";1.000,00;300,00;300,00;300,00;
2025;190;"2316";"1326";"0316";"1621";10829;"05RK";"Não";90,00;95,00;100,00;105,00;
2025;190;"2316";"1326";"0316";"1622";10825;"05J5";"Não";50,00;25,00;25,00;25,00;
2025;190;"2316";"1326";"0316";"1623";10823;"05J3";"Não";6.000,00;6.000,00;6.000,00;6.000,00;
2025;190;"2316";"1326";"0316";"1624";10819;"05J2";"Não";1,00;1,00;1,00;1,00;
2025;190;"2316";"1326";"0316";"1625";10817;"05J0";"Não";31,00;31,00;31,00;31,00;
2025;190;"2316";"1326";"0316";"1626";10816;"05IZ";"Não";30,00;30,00;30,00;30,00;
2025;190;"2316";"1326";"0316";"2315";11678;"06X2";"Não";2,00;10,00;10,00;10,00;
2025;190;"2316";"1326";"0317";"1208";10367;"05G2";"Não";65,00;68,00;71,00;75,00;
2025;190;"2316";"1326";"0317";"1300";10810;"05IT";"Não";1,00;1,00;1,00;1,00;
2025;190;"2316";"1326";"0317";"1303";10806;"05IQ";"Não";300,00;300,00;300,00;300,00;
2025;190;"2316";"1326";"0317";"1305";10789;"05IN";"Sim";46,00;48,00;50,00;51,00;
2025;190;"2316";"1326";"0317";"1307";10784;"05IL";"Sim";28,00;29,00;30,00;31,00;
2025;190;"2316";"1326";"0317";"1308";10779;"05IJ";"Sim";70,00;72,00;74,00;80,00;
2025;190;"2316";"1326";"0317";"1309";10775;"05II";"Sim";61,00;63,00;66,00;69,00;
2025;190;"2316";"1326";"0317";"1310";10773;"05IH";"Sim";110,00;115,00;120,00;130,00;
2025;190;"2316";"1326";"0319";"0739";9662;"059K";"Não";100,00;100,00;100,00;100,00;
2025;190;"2316";"1326";"0319";"1170";10196;"05EP";"Não";10,00;10,00;10,00;10,00;
2025;190;"2316";"1326";"0319";"1173";10200;"05ES";"Sim";6,00;9,00;10,00;12,00;
2025;190;"2316";"1326";"0319";"1175";10205;"05EU";"Não";1,00;15,00;15,00;15,00;
2025;190;"2316";"1326";"0319";"1177";10207;"05EX";"Não";2,00;2,00;2,00;2,00;
2025;190;"2316";"1326";"0319";"1181";10213;"05EZ";"Sim";94,00;97,00;100,00;103,00;
2025;190;"2316";"1326";"0319";"1197";10232;"05F2";"Não";1,00;1,00;1,00;1,00;
2025;190;"2316";"1326";"0319";"1203";10239;"05F4";"Não";10,00;10,00;10,00;10,00;
2025;190;"2316";"1326";"0320";"0692";9616;"0595";"Não";60,00;17,00;17,00;17,00;
2025;190;"2316";"1326";"0320";"0706";9630;"0597";"Não";3,00;3,00;3,00;3,00;
2025;191;"1149";"1284";"0379";"0899";9886;"06MP";"Não";64,00;1.000,00;1.000,00;1.000,00;
2025;193;"2224";"1279";"0059";"0231";9241;"07QY";"Não";100,00;42,00;0,00;0,00;
2025;193;"2224";"1279";"0059";"0232";9245;"07QZ";"Não";15,00;13,00;7,00;8,00;
2025;193;"2224";"1279";"0059";"0233";9249;"07R5";"Não";0,00;0,00;30,00;70,00;
2025;193;"2224";"1279";"0101";"0512";9392;"07R4";"Não";11,00;5,00;5,00;5,00;
2025;193;"2224";"1279";"0430";"1354";10451;"07R3";"Sim";5,00;5,00;5,00;5,00;
2025;193;"2304";"1310";"0216";"1538";10719;"0710";"Não";5,00;5,00;5,00;5,00;
2025;193;"2304";"1310";"0216";"1543";10724;"0711";"Não";2,00;2,00;2,00;2,00;
2025;193;"2304";"1310";"0216";"1545";10726;"0712";"Não";2,00;1,00;1,00;4,00;
2025;193;"2304";"1310";"0216";"1547";10727;"0713";"Não";2,00;2,00;2,00;2,00;
2025;193;"2305";"1251";"0105";"2159";11507;"07G5";"Sim";25,00;50,00;100,00;100,00;
2025;193;"2310";"1253";"0130";"1205";10246;"05F7";"Sim";2,00;4,00;6,00;6,00;
2025;193;"2310";"1253";"0137";"0956";9945;"05CD";"Sim";15.000,00;57.670,00;91.400,00;128.200,00;
2025;193;"2310";"1253";"0137";"0969";9958;"05CJ";"Sim";20,00;50,00;80,00;100,00;
2025;193;"2314";"1286";"0155";"0272";9104;"058I";"Sim";15,00;20,00;25,00;30,00;
2025;193;"2315";"1275";"0220";"1020";10013;"05D2";"Sim";25,00;50,00;75,00;100,00;
2025;193;"2319";"1257";"0245";"0528";9422;"0574";"Sim";28,00;70,00;139,00;208,00;
2025;193;"2319";"1257";"0245";"0529";9423;"0575";"Sim";3,00;8,00;16,00;24,00;
2025;193;"2319";"1257";"0251";"0539";9447;"057H";"Não";4.700.000.000,00;5.200.000.000,00;5.600.000.000,00;2.000.000.000,00;
2025;193;"2319";"1257";"0251";"0542";9452;"057K";"Sim";96.435.000,00;79.947.083,90;120.847.792,30;162.366.611,65;
2025;193;"2319";"1257";"0254";"2812";12177;"07F9";"Não";1.500.000.000,00;2.500.000.000,00;1.000.000.000,00;0,00;
2025;193;"2320";"1260";"0504";"1845";11145;"05P9";"Não";480.000,00;375.000,00;665.000,00;375.000,00;
2025;193;"2320";"1260";"0504";"1848";11148;"05PB";"Não";57.333,00;48.203,00;45.680,00;0,00;
2025;193;"2320";"1260";"0507";"1851";11151;"06SS";"Não";0,00;0,00;5.000,00;5.000,00;
2025;193;"2323";"1330";"0366";"0805";9749;"05AI";"Não";2,00;3,00;2,00;1,00;
2025;193;"5111";"1281";"0443";"1431";10555;"06NX";"Não";31.048,00;58.088,00;62.103,00;62.103,00;
2025;193;"5111";"1281";"0443";"1432";10557;"06O4";"Não";18.881,00;9.200,00;9.500,00;9.800,00;
2025;193;"5111";"1281";"0444";"1435";10562;"06QQ";"Não";1.000,00;1.000,00;1.000,00;1.000,00;
2025;193;"5111";"1281";"0444";"1436";10565;"06QS";"Não";27,00;27,00;27,00;27,00;
2025;193;"5113";"1329";"0351";"1296";10373;"06OA";"Não";124,00;98,00;98,00;98,00;
2025;193;"5113";"1329";"0351";"1304";10379;"067Q";"Sim";0,00;0,00;0,00;30,00;
2025;193;"5113";"1329";"0351";"1316";10391;"06GR";"Não";31,00;0,00;56,00;67,00;
2025;193;"5113";"1329";"0354";"0806";9751;"06FU";"Não";47,00;48,00;50,00;52,00;
2025;193;"5118";"1331";"0473";"1637";10864;"05Z1";"Sim";321,00;346,00;371,00;396,00;
2025;193;"5118";"1331";"0473";"1638";10866;"05ZB";"Sim";53,00;57,00;61,00;65,00;
2025;193;"5118";"1331";"0473";"2730";12128;"07D2";"Sim";0,00;0,00;8,00;45,00;
2025;193;"5118";"1331";"0473";"2731";12129;"07D4";"Sim";0,00;0,00;3,00;23,00;
2025;193;"5121";"1316";"0388";"1262";10731;"05MV";"Sim";12,00;13,00;18,00;18,00;
2025;193;"5121";"1316";"0388";"1264";10753;"05MW";"Sim";8,00;16,00;20,00;20,00;
2025;193;"5121";"1316";"0388";"1265";10763;"05MX";"Sim";8,00;21,00;26,00;26,00;
2025;193;"5126";"1337";"0404";"1165";10191;"06RT";"Não";500,00;500,00;500,00;500,00;
2025;193;"5126";"1337";"0404";"1166";10305;"06RU";"Não";50,00;50,00;50,00;50,00;
2025;193;"5126";"1337";"0404";"3011";12353;"07L6";"Não";0,00;6,00;5,00;5,00;
2025;193;"5126";"1337";"0455";"1469";10618;"06V4";"Não";10,00;10,00;10,00;10,00;
2025;193;"5126";"1337";"0455";"1474";10622;"06V6";"Não";40,00;30,00;30,00;30,00;
2025;193;"5126";"1337";"0455";"1632";10821;"06VL";"Não";12,00;150,00;150,00;150,00;
2025;193;"5126";"1337";"0455";"1636";10824;"06VM";"Não";170,00;90,00;90,00;90,00;
2025;193;"5131";"1322";"0276";"0561";9487;"0585";"Sim";2.650,00;2.836,00;2.868,00;2.896,00;
2025;193;"5131";"1322";"0322";"0709";9634;"059B";"Não";195,00;143,00;90,00;90,00;
2025;193;"5501";"1324";"0336";"0719";9653;"059E";"Não";3,00;4,00;4,00;4,00;
2025;193;"5501";"1324";"0350";"0753";9681;"05A1";"Não";100,00;1.000,00;1.000,00;1.000,00;
2025;193;"5811";"1315";"0199";"0448";9908;"06H8";"Não";23,00;0,00;0,00;0,00;
2025;193;"5811";"1315";"0199";"0930";9909;"06H9";"Sim";2.088,00;4.176,00;6.264,00;8.352,00;
2025;193;"5811";"1315";"0200";"0450";9913;"06HH";"Não";1,00;1,00;1,00;1,00;
2025;193;"5811";"1315";"0200";"0451";9915;"06HJ";"Não";450.000,00;600.000,00;600.000,00;600.000,00;
2025;193;"5811";"1315";"0202";"0829";9782;"05UD";"Não";100,00;100,00;100,00;100,00;
2025;193;"5811";"1315";"0202";"0838";9795;"05U7";"Não";100,00;100,00;100,00;100,00;
2025;193;"5811";"1315";"0202";"0847";9803;"05U4";"Sim";20,00;40,00;60,00;80,00;
2025;193;"5811";"1315";"0202";"0935";9920;"06HM";"Sim";5,00;15,00;30,00;50,00;
2025;193;"5811";"1315";"0202";"0946";9933;"06HA";"Sim";500,00;1.000,00;1.500,00;2.000,00;
2025;193;"5814";"1314";"0224";"0408";10268;"06SE";"Sim";25,00;40,00;70,00;100,00;
2025;193;"5815";"1299";"0093";"0256";9073;"06P6";"Sim";400,00;800,00;1.200,00;1.600,00;
2025;193;"5816";"1313";"0190";"0645";9854;"06HT";"Sim";5.000,00;10.000,00;15.000,00;20.000,00;
2025;193;"6111";"1288";"0241";"0516";9404;"05LO";"Não";21.000,00;23.400,00;25.500,00;27.000,00;
2025;194;"1149";"1284";"0393";"1091";10123;"06P7";"Sim";4,00;8,00;12,00;16,00;
2025;194;"1158";"1318";"0279";"0647";9590;"05UA";"Não";100,00;220,00;270,00;320,00;
2025;194;"1158";"1318";"0279";"0651";9591;"05UC";"Não";10.000,00;47.000,00;52.000,00;57.000,00;
2025;194;"2304";"1310";"0215";"1452";10592;"06ZV";"Não";18.000.000,00;18.900.000,00;19.845.000,00;20.837.250,00;
2025;194;"2304";"1310";"0215";"1456";10593;"070G";"Não";100,00;110,00;121,00;133,00;
2025;194;"2304";"1310";"0217";"1600";10781;"0716";"Não";10,00;10,00;10,00;10,00;
2025;194;"2305";"1251";"0151";"0235";9103;"05N4";"Sim";28.870,00;39.070,00;44.170,00;49.270,00;
2025;194;"2306";"1308";"0182";"0759";9692;"06BH";"Não";120,00;150,00;150,00;150,00;
2025;194;"2306";"1308";"0182";"0762";9696;"06BL";"Não";190,00;190,00;190,00;190,00;
2025;194;"2308";"1309";"0415";"1234";10294;"072Q";"Não";220,00;230,00;240,00;250,00;
2025;194;"2308";"1309";"0415";"1235";10296;"071Y";"Não";44,00;46,00;48,00;50,00;
2025;194;"2308";"1309";"0415";"1236";10297;"06Q0";"Não";1,40;1,50;1,60;1,70;
2025;194;"2310";"1253";"0130";"1205";10246;"05F7";"Sim";2,00;4,00;6,00;6,00;
2025;194;"2310";"1253";"0131";"0260";9081;"054Q";"Sim";11,16;11,30;11,40;11,50;
2025;194;"2310";"1253";"0132";"0434";9313;"0569";"Sim";30.000,00;1.500,00;3.000,00;4.500,00;
2025;194;"2310";"1253";"0132";"0436";9315;"056B";"Sim";500.000,00;138.000,00;160.000,00;180.000,00;
2025;194;"2310";"1253";"0133";"0258";9076;"054N";"Sim";500.000,00;600.000,00;1.200.000,00;1.800.000,00;
2025;194;"2310";"1253";"0140";"1024";10016;"05CV";"Sim";1.700,00;3.600,00;5.700,00;8.000,00;
2025;194;"2310";"1253";"0140";"1030";10024;"05CX";"Não";60,00;65,00;70,00;75,00;
2025;194;"2310";"1253";"0140";"1035";10029;"05CZ";"Não";1,00;1,00;1,00;0,00;
2025;194;"2310";"1253";"0143";"1629";10820;"05J4";"Não";266,00;95,00;132,00;170,00;
2025;194;"2310";"1253";"0143";"1639";10830;"05J6";"Sim";1,00;2,00;3,00;4,00;
2025;194;"2310";"1253";"0143";"1641";10838;"05J7";"Sim";1,00;2,00;3,00;4,00;
2025;194;"2310";"1253";"0143";"1642";10840;"05JA";"Sim";2,00;4,00;6,00;8,00;
2025;194;"2310";"1253";"0143";"1644";10852;"05JJ";"Sim";1.500,00;2.000,00;2.500,00;2.500,00;
2025;194;"2314";"1286";"0104";"0261";9087;"057Y";"Não";410.000,00;412.000,00;413.000,00;415.000,00;
2025;194;"2316";"1326";"0317";"1308";10779;"05IJ";"Sim";70,00;72,00;74,00;80,00;
2025;194;"2316";"1326";"0317";"1309";10775;"05II";"Sim";61,00;63,00;66,00;69,00;
2025;194;"2316";"1326";"0317";"1310";10773;"05IH";"Sim";110,00;115,00;120,00;130,00;
2025;194;"2316";"1326";"0319";"1181";10213;"05EZ";"Sim";94,00;97,00;100,00;103,00;
2025;194;"2316";"1326";"0320";"0692";9616;"0595";"Não";60,00;17,00;17,00;17,00;
2025;194;"2319";"1257";"0251";"0539";9447;"057H";"Não";4.700.000.000,00;5.200.000.000,00;5.600.000.000,00;2.000.000.000,00;
2025;194;"2319";"1257";"0251";"0542";9452;"057K";"Sim";96.435.000,00;79.947.083,90;120.847.792,30;162.366.611,65;
2025;194;"2319";"1257";"0254";"2812";12177;"07F9";"Não";1.500.000.000,00;2.500.000.000,00;1.000.000.000,00;0,00;
2025;194;"2320";"1260";"0504";"1845";11145;"05P9";"Não";480.000,00;375.000,00;665.000,00;375.000,00;
2025;194;"2320";"1260";"0504";"1848";11148;"05PB";"Não";57.333,00;48.203,00;45.680,00;0,00;
2025;194;"3108";"1252";"0020";"0021";8799;"06WP";"Sim";250,00;500,00;750,00;1.000,00;
2025;194;"3108";"1252";"0020";"0022";8800;"06WQ";"Sim";75,00;150,00;225,00;300,00;
2025;194;"4006";"1338";"0477";"1784";11060;"05O3";"Sim";5,00;10,00;15,00;20,00;
2025;194;"4006";"1338";"0478";"1766";11134;"05P0";"Sim";6,00;12,00;18,00;25,00;
2025;194;"4101";"1265";"0024";"0029";8808;"05SN";"Não";4,00;2,00;3,00;4,00;
2025;194;"4101";"1265";"0451";"1465";10610;"0727";"Sim";50,00;100,00;100,00;100,00;
2025;194;"4101";"1265";"0451";"1471";10621;"07DH";"Não";100,00;100,00;100,00;100,00;
2025;194;"4101";"1265";"0451";"1486";10644;"06OZ";"Sim";5,00;5,00;5,00;5,00;
2025;194;"4103";"1306";"0230";"1418";10631;"06LV";"Não";1,00;0,00;0,00;0,00;
2025;194;"4103";"1306";"0230";"1421";10633;"07DG";"Sim";0,00;79,00;100,00;0,00;
2025;194;"4103";"1306";"0230";"1423";10636;"07DF";"Não";1,00;66,00;76,00;100,00;
2025;194;"5111";"1281";"0436";"1407";10528;"06HZ";"Não";50,00;60,00;70,00;80,00;
2025;194;"5111";"1281";"0438";"1412";10533;"06I2";"Não";27,00;27,00;27,00;27,00;
2025;194;"5111";"1281";"0438";"1415";10537;"06I6";"Não";20,00;30,00;40,00;50,00;
2025;194;"5111";"1281";"0438";"1417";10539;"06I7";"Sim";83.710,00;125.565,00;167.420,00;209.275,00;
2025;194;"5111";"1281";"0438";"1420";10542;"06I8";"Não";567.771,00;567.771,00;567.771,00;567.771,00;
2025;194;"5111";"1281";"0441";"1425";10549;"06LO";"Não";1.000,00;1.100,00;1.200,00;1.300,00;
2025;194;"5111";"1281";"0441";"1427";10550;"06M9";"Não";1.200,00;2.000,00;3.000,00;3.000,00;
2025;194;"5111";"1281";"0441";"1428";10552;"06MA";"Não";1.200,00;1.500,00;2.500,00;3.000,00;
2025;194;"5111";"1281";"0448";"1446";10580;"06QO";"Não";250.000,00;100.000,00;100.000,00;100.000,00;
2025;194;"5111";"1281";"0449";"1453";10588;"06PT";"Não";6.000,00;4.000,00;4.500,00;5.000,00;
2025;194;"5111";"1281";"0449";"1454";10590;"06PZ";"Não";2.500,00;2.500,00;2.500,00;2.500,00;
2025;194;"5111";"1281";"0449";"1455";10599;"06RM";"Não";3.000,00;3.000,00;3.000,00;3.000,00;
2025;194;"5111";"1281";"0457";"1496";10659;"06H6";"Não";32.751.313,00;33.078.827,00;33.409.614,00;33.743.711,00;
2025;194;"5111";"1281";"0457";"1500";10667;"06HU";"Não";4.865,00;1.000,00;1.000,00;1.000,00;
2025;194;"5111";"1281";"0457";"1502";10668;"06I5";"Não";94,00;94,50;94,50;95,00;
2025;194;"5111";"1281";"0457";"1505";10673;"06ID";"Não";38.857.830,00;38.857.830,00;38.857.830,00;38.857.830,00;
2025;194;"5111";"1281";"0457";"1506";10677;"06IR";"Não";86,95;87,00;87,20;87,30;
2025;194;"5111";"1281";"0457";"1508";10684;"06J7";"Sim";80,00;15,00;15,00;15,00;
2025;194;"5111";"1281";"0458";"1519";10701;"06JH";"Não";404,00;442,00;482,00;473,00;
2025;194;"5111";"1281";"0458";"1536";10711;"06JN";"Sim";310,00;102,00;102,00;102,00;
2025;194;"5111";"1281";"0458";"3012";12374;"07LQ";"Não";1.250,00;6,00;0,00;0,00;
2025;194;"5111";"1281";"0458";"3013";12375;"07LR";"Não";994,00;861,00;685,00;593,00;
2025;194;"5111";"1281";"0460";"1537";10715;"06EK";"Não";115.000,00;88.000,00;88.000,00;88.000,00;
2025;194;"5111";"1281";"0460";"1540";10717;"06EL";"Não";20.000,00;17.000,00;22.000,00;22.000,00;
2025;194;"5111";"1281";"0460";"1541";10720;"06EM";"Não";187.938,00;157.820,00;157.820,00;157.820,00;
2025;194;"5111";"1281";"0461";"1544";10725;"06EO";"Não";11.573,00;12.956,00;13.604,00;14.284,00;
2025;194;"5111";"1281";"0461";"1548";10728;"06EP";"Não";45.389,00;45.389,00;48.033,00;49.620,00;
2025;194;"5111";"1281";"0462";"1557";10739;"06JC";"Não";16.914,00;18.603,00;20.462,00;22.506,00;
2025;194;"5111";"1281";"0462";"1560";10748;"06JU";"Não";22,90;25,10;27,60;30,30;
2025;194;"5111";"1281";"0462";"1563";10749;"06K6";"Não";6.000,00;9.000,00;12.000,00;15.000,00;
2025;194;"5111";"1281";"0462";"1564";10750;"06FD";"Sim";10,00;100,00;100,00;100,00;
2025;194;"5112";"1302";"0158";"0301";9139;"068K";"Não";381,00;165,00;335,00;404,00;
2025;194;"5112";"1302";"0166";"1130";10145;"0690";"Não";1.378.408,00;1.628.408,00;1.878.408,00;2.128.408,00;
2025;194;"5112";"1302";"0166";"1135";10151;"0697";"Não";3.500.000,00;2.800.000,00;3.500.000,00;4.000.000,00;
2025;194;"5112";"1302";"0166";"1137";10153;"069B";"Não";316.395,00;367.000,00;516.000,00;949.000,00;
2025;194;"5112";"1302";"0184";"0350";9200;"069K";"Não";7.000,00;16.000,00;18.000,00;20.000,00;
2025;194;"5112";"1302";"0184";"0351";9201;"069M";"Não";1.698.697,00;1.798.609,00;1.898.533,00;1.998.454,00;
2025;194;"5112";"1302";"0184";"0355";9204;"069W";"Não";5.000,00;300,00;1.000,00;2.000,00;
2025;194;"5112";"1302";"0184";"1151";10165;"069Z";"Não";149,00;20.240,00;22.262,00;24.490,00;
2025;194;"5112";"1302";"0189";"0364";9213;"06A7";"Não";1,00;1,00;1,00;1,00;
2025;194;"5112";"1302";"0189";"0366";9216;"06A8";"Não";3,00;3,00;3,00;4,00;
2025;194;"5113";"1329";"0351";"1296";10373;"06OA";"Não";124,00;98,00;98,00;98,00;
2025;194;"5113";"1329";"0351";"1304";10379;"067Q";"Sim";0,00;0,00;0,00;30,00;
2025;194;"5113";"1329";"0351";"1313";10386;"06GQ";"Não";12,00;12,00;12,00;10,00;
2025;194;"5113";"1329";"0351";"1316";10391;"06GR";"Não";31,00;0,00;56,00;67,00;
2025;194;"5113";"1329";"0352";"0774";9721;"06GW";"Não";78,00;81,00;84,00;88,00;
2025;194;"5113";"1329";"0352";"0777";9722;"06F2";"Não";61.611,00;50.003,00;52.002,00;54.003,00;
2025;194;"5113";"1329";"0352";"0782";9727;"06GX";"Não";34,00;36,00;38,00;40,00;
2025;194;"5113";"1329";"0353";"0786";9729;"06H0";"Não";22.000,00;24.000,00;24.000,00;24.000,00;
2025;194;"5113";"1329";"0353";"0794";9734;"06H2";"Não";20.966,00;10.300,00;10.300,00;10.300,00;
2025;194;"5113";"1329";"0354";"0795";9738;"06AV";"Não";3.065,00;5.247,00;5.509,00;5.784,00;
2025;194;"5113";"1329";"0354";"0796";9739;"06BO";"Não";1.549,00;3.953,00;4.151,00;4.359,00;
2025;194;"5113";"1329";"0354";"0797";9740;"06LL";"Não";77,99;78,78;79,56;80,00;
2025;194;"5113";"1329";"0354";"0799";9745;"06LN";"Não";4.569,00;4.669,00;4.769,00;4.869,00;
2025;194;"5113";"1329";"0354";"0806";9751;"06FU";"Não";47,00;48,00;50,00;52,00;
2025;194;"5113";"1329";"0355";"0811";9755;"06BW";"Não";559,00;2,50;2,60;2,65;
2025;194;"5113";"1329";"0356";"0814";9761;"06LX";"Não";28.798,00;28.798,00;28.798,00;28.798,00;
2025;194;"5113";"1329";"0356";"0815";9762;"06C1";"Não";5,00;35,00;5,00;4,00;
2025;194;"5113";"1329";"0356";"2120";11476;"06C3";"Não";18,00;20,00;25,00;30,00;
2025;194;"5113";"1329";"0356";"2886";12253;"07IK";"Não";0,00;25,00;25,00;25,00;
2025;194;"5113";"1329";"0357";"0819";9767;"06DI";"Não";51.548,00;49.143,00;51.832,00;54.635,00;
2025;194;"5113";"1329";"0357";"0821";9772;"06DK";"Não";50,00;100,00;200,00;400,00;
2025;194;"5113";"1329";"0358";"0823";9775;"06E0";"Não";2.980,00;3.200,00;3.500,00;3.800,00;
2025;194;"5113";"1329";"0358";"0826";9778;"06E1";"Não";60.421,00;56.297,00;59.392,00;62.675,00;
2025;194;"5113";"1329";"0358";"0827";9781;"06E4";"Não";2.400,00;1.217,00;1.408,00;1.598,00;
2025;194;"5113";"1329";"0358";"0831";9784;"06E6";"Não";2.188,00;2.306,00;2.352,00;2.399,00;
2025;194;"5113";"1329";"0358";"0832";9787;"06E9";"Não";263.462.457,00;266.097.082,00;268.758.053,00;271.445.633,00;
2025;194;"5113";"1329";"0358";"0835";9791;"06EA";"Não";75,00;150,00;300,00;600,00;
2025;194;"5113";"1329";"0359";"1320";10402;"06NL";"Não";69,00;153,00;226,00;313,00;
2025;194;"5113";"1329";"0359";"1323";10406;"06NN";"Não";789,00;942,00;1.130,00;1.256,00;
2025;194;"5113";"1329";"0359";"1324";10410;"06NO";"Não";170,00;115,00;115,00;120,00;
2025;194;"5113";"1329";"0359";"1329";10416;"06NQ";"Não";69,00;153,00;226,00;313,00;
2025;194;"5113";"1329";"0359";"1333";10418;"06NT";"Não";2.420,00;2.535,00;2.650,00;2.770,00;
2025;194;"5113";"1329";"0360";"0839";9796;"06O5";"Não";90,00;20,00;20,00;20,00;
2025;194;"5113";"1329";"0361";"0842";9800;"06EY";"Não";10,00;65,00;67,00;70,00;
2025;194;"5113";"1329";"0361";"0845";9801;"06EZ";"Não";1.054,00;473,00;331,00;232,00;
2025;194;"5113";"1329";"0361";"0846";9805;"06ED";"Não";30,00;30,00;30,00;30,00;
