Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;131;"2308";"1309";"0415";"1235";10296;"071Y";"Não";44,00;46,00;48,00;50,00;
2025;131;"5661";"1289";"0057";"2258";11624;"06RJ";"Sim";5,00;10,00;15,00;20,00;
2025;132;"1191";"1328";"0334";"0914";10330;"05FV";"Não";15.000,00;60.000,00;61.000,00;62.000,00;
2025;132;"1191";"1328";"0334";"0915";10340;"05FY";"Não";20.000,00;10.000,00;10.000,00;10.000,00;
2025;132;"1191";"1328";"0334";"0916";10350;"05G1";"Não";20.000,00;43.200,00;15.000,00;16.000,00;
2025;132;"1191";"1328";"0334";"0917";10361;"05G3";"Não";453.000,00;680.000,00;681.000,00;682.000,00;
2025;132;"1191";"1328";"0334";"2251";11615;"06PD";"Não";500,00;6.000,00;6.000,00;6.000,00;
2025;132;"1191";"1328";"0334";"2252";11616;"06RH";"Não";500,00;2.000,00;2.000,00;2.000,00;
2025;132;"2301";"1267";"0286";"2091";11442;"067V";"Não";10,00;10,00;5,00;5,00;
2025;132;"2301";"1267";"0286";"2105";11449;"0680";"Não";10,00;10,00;5,00;5,00;
2025;132;"2301";"1267";"0286";"2234";11596;"06KN";"Não";100,00;100,00;100,00;100,00;
2025;132;"2301";"1267";"0286";"2235";11597;"06KO";"Não";90,00;92,00;94,00;94,00;
2025;132;"2301";"1267";"0419";"2660";12021;"07CS";"Sim";689,00;754,00;777,00;800,00;
2025;132;"2301";"1267";"0424";"1295";10371;"05X0";"Sim";30,00;60,00;80,00;100,00;
2025;132;"2304";"1310";"0213";"1468";10616;"06YH";"Não";2,00;2,00;2,00;2,00;
2025;132;"2304";"1310";"0213";"1473";10625;"06YL";"Sim";2,00;4,00;6,00;8,00;
2025;132;"2304";"1310";"0213";"1478";10628;"06DS";"Não";1,00;1,00;1,00;1,00;
2025;132;"2304";"1310";"0213";"1482";10637;"06Q5";"Sim";4,00;6,00;8,00;10,00;
2025;132;"2304";"1310";"0213";"1487";10645;"06YO";"Não";2,00;4,00;4,00;4,00;
2025;132;"2304";"1310";"0214";"1491";10653;"06YU";"Não";2,00;4,00;4,00;4,00;
2025;132;"2304";"1310";"0214";"1497";10663;"06YZ";"Não";2,00;5,00;2,00;2,00;
2025;132;"2304";"1310";"0214";"1501";10665;"06PE";"Não";80,00;10,00;10,00;15,00;
2025;132;"2304";"1310";"0215";"1442";10573;"06ZH";"Sim";3,00;5,00;7,00;9,00;
2025;132;"2304";"1310";"0215";"1448";10583;"07FB";"Não";1.227,00;1.338,00;1.450,00;1.673,00;
2025;132;"2304";"1310";"0215";"1452";10592;"06ZV";"Não";18.000.000,00;18.900.000,00;19.845.000,00;20.837.250,00;
2025;132;"2304";"1310";"0215";"1456";10593;"070G";"Não";100,00;110,00;121,00;133,00;
2025;132;"2304";"1310";"0215";"1460";10602;"07EA";"Sim";5,00;10,00;10,00;10,00;
2025;132;"2304";"1310";"0216";"1538";10719;"0710";"Não";5,00;5,00;5,00;5,00;
2025;132;"2304";"1310";"0216";"1543";10724;"0711";"Não";2,00;2,00;2,00;2,00;
2025;132;"2304";"1310";"0216";"1545";10726;"0712";"Não";2,00;1,00;1,00;4,00;
2025;132;"2304";"1310";"0216";"1547";10727;"0713";"Não";2,00;2,00;2,00;2,00;
2025;132;"2304";"1310";"0217";"1558";10743;"0714";"Sim";1,00;2,00;3,00;4,00;
2025;132;"2304";"1310";"0217";"1599";10778;"0715";"Não";2,00;2,00;2,00;2,00;
2025;132;"2304";"1310";"0217";"1600";10781;"0716";"Não";10,00;10,00;10,00;10,00;
2025;132;"2304";"1310";"0217";"1601";10786;"0717";"Não";5,00;0,00;5,00;10,00;
2025;132;"2304";"1310";"0217";"1605";10792;"0718";"Não";5,00;5,00;5,00;5,00;
2025;132;"2304";"1310";"0217";"1607";10796;"0719";"Não";5,00;5,00;10,00;15,00;
2025;132;"2304";"1310";"0217";"1609";10799;"071A";"Não";1,00;1,00;1,00;1,00;
2025;132;"2304";"1310";"0217";"1611";10801;"06PO";"Não";15,00;15,00;18,00;20,00;
2025;132;"2315";"1275";"0220";"0438";9317;"056D";"Sim";60,00;90,00;100,00;100,00;
2025;132;"2315";"1275";"0220";"0439";9318;"056E";"Sim";70,00;80,00;90,00;100,00;
2025;132;"2315";"1275";"0220";"0440";9319;"056F";"Sim";100,00;100,00;100,00;100,00;
2025;132;"2315";"1275";"0220";"0441";9320;"056G";"Não";100,00;100,00;100,00;100,00;
2025;132;"2315";"1275";"0220";"0442";9321;"056H";"Sim";32,50;95,00;100,00;100,00;
2025;132;"2315";"1275";"0220";"0443";9322;"056I";"Sim";85,00;40,00;60,00;80,00;
2025;132;"2315";"1275";"0220";"1020";10013;"05D2";"Sim";25,00;50,00;75,00;100,00;
2025;132;"2315";"1275";"0220";"1063";10076;"05D9";"Sim";25,00;50,00;75,00;100,00;
2025;132;"2315";"1275";"0220";"1102";10111;"05DI";"Sim";25,00;50,00;75,00;100,00;
2025;132;"2315";"1275";"0220";"1116";10128;"05DU";"Sim";5,00;95,00;135,00;175,00;
2025;132;"2315";"1275";"0225";"0444";9323;"056J";"Sim";85,00;95,00;100,00;100,00;
2025;132;"2315";"1275";"0225";"0446";9325;"056L";"Sim";100,00;100,00;100,00;100,00;
2025;132;"2315";"1275";"0225";"1278";10331;"05FU";"Sim";45,26;40,00;80,00;100,00;
2025;132;"2315";"1275";"0380";"2404";11755;"070R";"Não";4.000.000.000,00;4.000.000.000,00;4.000.000.000,00;4.000.000.000,00;
2025;132;"2316";"1326";"0320";"0692";9616;"0595";"Não";60,00;17,00;17,00;17,00;
2025;132;"2316";"1326";"0320";"0706";9630;"0597";"Não";3,00;3,00;3,00;3,00;
2025;132;"2324";"1311";"0524";"1995";11324;"06Q6";"Não";25.000,00;30.000,00;35.000,00;40.000,00;
2025;132;"5126";"1337";"0431";"1360";10470;"06UE";"Não";150,00;68,00;68,00;68,00;
2025;132;"5126";"1337";"0431";"1363";10472;"06YB";"Não";150,00;68,00;68,00;68,00;
2025;132;"5126";"1337";"0431";"1366";10476;"06YS";"Não";75,00;5,00;5,00;5,00;
2025;132;"5126";"1337";"0431";"1369";10479;"06YX";"Não";7.500,00;1.560,00;1.560,00;1.560,00;
2025;132;"5126";"1337";"0431";"1371";10464;"06Z5";"Não";1,00;0,00;1,00;2,00;
2025;132;"5126";"1337";"0434";"1387";10502;"06ZE";"Não";150,00;65,00;65,00;65,00;
2025;132;"5126";"1337";"0434";"1390";10507;"06ZL";"Não";45.000,00;14.668,00;14.668,00;14.668,00;
2025;132;"5126";"1337";"0434";"1393";10513;"06ZM";"Não";2,00;2,00;2,00;2,00;
2025;132;"5126";"1337";"0434";"1397";10517;"06ZT";"Não";1,00;1,00;1,00;1,00;
2025;132;"5126";"1337";"0459";"1492";10655;"06VS";"Não";25,00;25,00;25,00;25,00;
2025;132;"5126";"1337";"0459";"1509";10679;"06VW";"Não";5,00;30,00;30,00;30,00;
2025;132;"5126";"1337";"0459";"1510";10691;"06VY";"Não";3,00;5,00;5,00;5,00;
2025;132;"5126";"1337";"0459";"1518";10697;"06W0";"Não";10,00;9.500,00;9.500,00;9.500,00;
2025;132;"5126";"1337";"0459";"1522";10703;"06W1";"Não";2,00;2,00;2,00;1,00;
2025;132;"5126";"1337";"0459";"1525";10707;"06W2";"Não";12.072,00;10.154,00;11.170,00;12.286,00;
2025;132;"5126";"1337";"0459";"1535";10712;"06W9";"Não";1.000,00;50,00;50,00;100,00;
2025;132;"5136";"1327";"0342";"1085";10092;"05DB";"Não";750.000,00;1.000.000,00;1.500.000,00;1.750.000,00;
2025;132;"5136";"1327";"0342";"1100";10108;"05DG";"Não";600.000,00;200.000,00;300.000,00;400.000,00;
2025;132;"5136";"1327";"0342";"1105";10115;"05DN";"Não";20.000,00;30.290,00;26.453,00;15.113,00;
2025;132;"5661";"1289";"0057";"0552";10660;"06RI";"Sim";500,00;1.000,00;1.500,00;2.000,00;
2025;132;"5661";"1289";"0057";"2258";11624;"06RJ";"Sim";5,00;10,00;15,00;20,00;
2025;132;"5661";"1289";"0060";"0071";10696;"06RK";"Não";1,00;1,00;1,00;1,00;
2025;132;"5661";"1289";"0060";"0077";10681;"0744";"Sim";1,00;2,00;3,00;4,00;
2025;132;"5661";"1289";"0060";"0078";10700;"0746";"Sim";500,00;1.000,00;1.500,00;2.000,00;
2025;132;"5661";"1289";"0060";"0164";10687;"0748";"Sim";3,00;4,00;5,00;8,00;
2025;132;"5662";"1268";"0026";"0032";10333;"06D8";"Não";40,00;40,00;40,00;40,00;
2025;132;"5662";"1268";"0026";"0116";10327;"06D9";"Não";1,00;0,00;1,00;2,00;
2025;132;"5662";"1268";"0026";"0166";10337;"06DD";"Não";3,00;3,00;3,00;10,00;
2025;132;"5662";"1268";"0026";"0167";10338;"06DE";"Não";1,00;1,00;1,00;1,00;
2025;132;"5662";"1268";"0027";"0101";10354;"06DG";"Não";5,00;4,00;4,00;4,00;
2025;132;"5662";"1268";"0027";"0171";10356;"06SZ";"Não";10,00;10,00;10,00;10,00;
2025;132;"5662";"1268";"0027";"0178";10392;"06NZ";"Não";15,00;30,00;30,00;100,00;
2025;132;"5662";"1268";"0027";"0181";10401;"06TW";"Não";10,00;10,00;10,00;10,00;
2025;132;"5662";"1268";"0027";"0182";10403;"06UV";"Não";10,00;10,00;10,00;10,00;
2025;132;"5662";"1268";"0027";"1330";10415;"06RX";"Sim";24,00;36,00;48,00;60,00;
2025;132;"5663";"1291";"0063";"0091";10467;"06WS";"Não";30.000,00;30.000,00;30.000,00;30.000,00;
2025;132;"5663";"1291";"0063";"0183";10473;"06WT";"Não";7,50;0,00;0,00;0,00;
2025;132;"5663";"1291";"0063";"0184";10477;"06WX";"Sim";1,00;0,00;0,00;0,00;
2025;132;"5663";"1291";"0063";"0185";10482;"06X0";"Sim";4,00;36,00;47,00;52,00;
2025;132;"5663";"1291";"0063";"0187";10485;"06X1";"Sim";3.700,00;1.050,00;4.500,00;900,00;
2025;132;"5663";"1291";"0064";"0083";10497;"070Y";"Sim";100,00;400,00;600,00;800,00;
2025;132;"5663";"1291";"0064";"0085";10500;"06X3";"Não";1,00;1,00;1,00;0,00;
2025;132;"5663";"1291";"0064";"0089";10503;"06X6";"Sim";800,00;1.600,00;2.400,00;3.200,00;
2025;132;"5663";"1291";"0064";"0090";10508;"06XE";"Sim";200,00;400,00;600,00;800,00;
2025;132;"5663";"1291";"0064";"0190";10512;"0706";"Sim";6,00;12,00;18,00;24,00;
2025;132;"5663";"1291";"0064";"2326";11691;"06XN";"Não";2.700,00;3.600,00;3.600,00;1.600,00;
2025;132;"5663";"1291";"0064";"2392";11749;"073S";"Sim";6,00;1,00;2,00;2,00;
2025;132;"5812";"1287";"0077";"0109";8906;"06OQ";"Não";1.500,00;2.000,00;2.000,00;2.000,00;
2025;132;"5812";"1287";"0083";"0237";9054;"06QX";"Sim";5,00;9,00;12,00;14,00;
2025;132;"5812";"1287";"0083";"0238";9055;"06R4";"Sim";5,00;13,00;15,00;20,00;
2025;132;"5812";"1287";"0083";"0239";9056;"06QY";"Sim";250,00;500,00;750,00;1.000,00;
2025;132;"5812";"1287";"0083";"0240";9057;"06QZ";"Sim";5,00;9,00;12,00;14,00;
2025;132;"5812";"1287";"0083";"0246";9082;"06R2";"Sim";10,00;50,00;75,00;100,00;
2025;132;"5812";"1287";"0083";"0247";9083;"06R3";"Sim";5,00;9,00;12,00;14,00;
2025;132;"5812";"1287";"0083";"2191";11512;"06R0";"Sim";1,00;2,00;3,00;4,00;
2025;132;"5812";"1287";"0083";"2193";11514;"06R1";"Sim";10,00;34,00;40,00;50,00;
2025;132;"5838";"1340";"0517";"1964";11285;"07GN";"Sim";9,00;40,00;55,00;70,00;
2025;132;"5838";"1340";"0517";"1965";11286;"07GO";"Sim";5,00;7,00;9,00;12,00;
2025;132;"5838";"1340";"0517";"1966";11287;"07AX";"Sim";5,00;7,00;21,00;36,00;
2025;132;"5838";"1340";"0518";"1968";11289;"07GX";"Sim";20,00;3,00;6,00;9,00;
2025;132;"5838";"1340";"0518";"1971";11292;"07AZ";"Sim";20,00;3,00;6,00;9,00;
2025;132;"5838";"1340";"0518";"1972";11293;"07B0";"Sim";25,00;5,00;10,00;15,00;
2025;132;"5838";"1340";"0518";"1973";11294;"07B1";"Sim";10,00;10,00;12,00;15,00;
2025;132;"5838";"1340";"0518";"1979";11300;"07F8";"Sim";20,00;75,00;130,00;185,00;
2025;132;"5838";"1340";"0518";"1980";11301;"07FD";"Sim";2,00;4,00;6,00;8,00;
2025;132;"5838";"1340";"0518";"1981";11302;"07FE";"Sim";200,00;400,00;600,00;800,00;
2025;135;"2310";"1253";"0130";"0897";9911;"05C1";"Sim";1,00;2,00;3,00;4,00;
2025;135;"2310";"1253";"0130";"2094";11444;"067U";"Sim";3,00;4,00;5,00;6,00;
2025;135;"2310";"1253";"0132";"0434";9313;"0569";"Sim";30.000,00;1.500,00;3.000,00;4.500,00;
2025;135;"2310";"1253";"0134";"0329";9172;"055K";"Sim";30,00;50,00;90,00;90,00;
2025;135;"2310";"1253";"0134";"0389";9252;"055L";"Sim";75,00;80,00;85,00;85,00;
2025;135;"2310";"1253";"0134";"0393";9258;"055O";"Sim";50,00;49,00;50,00;51,00;
2025;135;"2310";"1253";"0135";"1384";10496;"05H0";"Não";12,00;15,00;17,00;20,00;
2025;135;"2310";"1253";"0135";"1402";10526;"05H4";"Não";37,00;39,00;42,00;45,00;
2025;135;"2310";"1253";"0137";"0969";9958;"05CJ";"Sim";20,00;50,00;80,00;100,00;
2025;135;"2310";"1253";"0138";"1490";10652;"05HU";"Sim";3.300,00;6.765,00;10.403,00;14.223,00;
2025;135;"2310";"1253";"0138";"1499";10666;"05HW";"Sim";6,00;10,00;20,00;24,00;
2025;135;"2310";"1253";"0139";"1555";10741;"05I9";"Não";80,00;90,00;100,00;100,00;
2025;135;"2310";"1253";"0141";"1219";10271;"05FD";"Sim";1.440,00;2.960,00;4.630,00;6.460,00;
2025;135;"2310";"1253";"0141";"1221";10276;"05FE";"Sim";0,00;1,00;1,00;2,00;
2025;135;"2310";"1253";"0141";"1224";10281;"05FH";"Sim";1,00;2,00;2,00;3,00;
2025;135;"2310";"1253";"0141";"1230";10290;"05FJ";"Sim";25,00;50,00;75,00;100,00;
2025;135;"2310";"1253";"0141";"1238";10300;"05FM";"Sim";2,00;3,00;4,00;5,00;
2025;135;"2310";"1253";"0141";"1652";10874;"05K8";"Sim";450.000,00;850.000,00;1.850.000,00;2.850.000,00;
2025;135;"2310";"1253";"0141";"1653";10875;"05K9";"Sim";30,00;75,00;85,00;95,00;
2025;135;"2310";"1253";"0382";"0937";9923;"05C8";"Sim";5,00;5,00;5,00;5,00;
2025;135;"2310";"1253";"0382";"0939";9924;"05C9";"Sim";0,00;1,00;1,00;1,00;
2025;135;"2310";"1253";"0382";"0943";9930;"05CA";"Sim";1,00;2,00;3,00;4,00;
2025;136;"4103";"1306";"0228";"1392";10669;"06KQ";"Não";1,00;1,00;0,00;0,00;
2025;136;"4103";"1306";"0228";"1396";10674;"06KR";"Não";0,00;0,00;1,00;0,00;
2025;136;"4103";"1306";"0228";"1401";10678;"06KS";"Não";0,00;0,00;0,00;1,00;
2025;136;"4103";"1306";"0228";"1404";10680;"06KP";"Não";1,00;0,00;0,00;0,00;
2025;136;"4103";"1306";"0228";"1405";10685;"07QR";"Não";1,00;0,00;0,00;0,00;
2025;136;"4103";"1306";"0229";"1411";10651;"06KT";"Sim";25,00;50,00;75,00;100,00;
2025;136;"4103";"1306";"0229";"1414";10658;"06KU";"Sim";1,00;1,00;2,00;2,00;
2025;136;"4103";"1306";"0229";"1416";10664;"06KV";"Não";2,00;2,00;2,00;2,00;
2025;136;"4103";"1306";"0230";"1418";10631;"06LV";"Não";1,00;0,00;0,00;0,00;
2025;138;"2303";"1277";"0037";"0054";8927;"064F";"Sim";349,00;496,00;526,00;556,00;
2025;138;"2303";"1277";"0037";"0139";10607;"05HR";"Sim";284,00;390,00;410,00;430,00;
2025;138;"2303";"1277";"0037";"0149";8953;"05HS";"Sim";346,00;470,00;500,00;530,00;
2025;138;"2303";"1277";"0037";"0151";8957;"0571";"Sim";15,00;34,00;34,00;37,00;
2025;138;"2303";"1277";"0037";"0152";8958;"064G";"Sim";270.513,00;271.870,00;273.227,00;274.584,00;
2025;138;"2303";"1277";"0037";"0203";9006;"05HV";"Sim";3,00;6,00;9,00;12,00;
2025;138;"2303";"1277";"0037";"0332";9178;"05HX";"Sim";69.360,00;72.662,00;75.966,00;79.268,00;
2025;138;"2303";"1277";"0038";"0423";9300;"05I1";"Não";322,00;345,00;368,00;390,00;
2025;138;"2303";"1277";"0038";"0424";9301;"05I2";"Sim";4,00;7,00;7,00;10,00;
2025;138;"2303";"1277";"0038";"0425";9302;"05I3";"Não";260,00;270,00;280,00;290,00;
2025;138;"2303";"1277";"0038";"0428";9306;"0564";"Não";269,00;96,00;99,00;102,00;
2025;138;"2303";"1277";"0038";"2819";12184;"07FJ";"Sim";6,00;14,00;17,00;17,00;
2025;138;"2304";"1310";"0213";"1468";10616;"06YH";"Não";2,00;2,00;2,00;2,00;
2025;138;"2304";"1310";"0213";"1473";10625;"06YL";"Sim";2,00;4,00;6,00;8,00;
2025;138;"2304";"1310";"0213";"1478";10628;"06DS";"Não";1,00;1,00;1,00;1,00;
2025;138;"2304";"1310";"0213";"1482";10637;"06Q5";"Sim";4,00;6,00;8,00;10,00;
2025;138;"2304";"1310";"0213";"1487";10645;"06YO";"Não";2,00;4,00;4,00;4,00;
2025;138;"2304";"1310";"0214";"1491";10653;"06YU";"Não";2,00;4,00;4,00;4,00;
2025;138;"2304";"1310";"0214";"1497";10663;"06YZ";"Não";2,00;5,00;2,00;2,00;
2025;138;"2304";"1310";"0214";"1501";10665;"06PE";"Não";80,00;10,00;10,00;15,00;
2025;138;"2304";"1310";"0215";"1442";10573;"06ZH";"Sim";3,00;5,00;7,00;9,00;
2025;138;"2304";"1310";"0215";"1448";10583;"07FB";"Não";1.227,00;1.338,00;1.450,00;1.673,00;
2025;138;"2304";"1310";"0215";"1452";10592;"06ZV";"Não";18.000.000,00;18.900.000,00;19.845.000,00;20.837.250,00;
2025;138;"2304";"1310";"0215";"1456";10593;"070G";"Não";100,00;110,00;121,00;133,00;
2025;138;"2304";"1310";"0215";"1460";10602;"07EA";"Sim";5,00;10,00;10,00;10,00;
2025;138;"2304";"1310";"0216";"1538";10719;"0710";"Não";5,00;5,00;5,00;5,00;
2025;138;"2304";"1310";"0216";"1543";10724;"0711";"Não";2,00;2,00;2,00;2,00;
2025;138;"2304";"1310";"0216";"1545";10726;"0712";"Não";2,00;1,00;1,00;4,00;
2025;138;"2304";"1310";"0216";"1547";10727;"0713";"Não";2,00;2,00;2,00;2,00;
2025;138;"2304";"1310";"0217";"1558";10743;"0714";"Sim";1,00;2,00;3,00;4,00;
2025;138;"2304";"1310";"0217";"1599";10778;"0715";"Não";2,00;2,00;2,00;2,00;
2025;138;"2304";"1310";"0217";"1600";10781;"0716";"Não";10,00;10,00;10,00;10,00;
2025;138;"2304";"1310";"0217";"1601";10786;"0717";"Não";5,00;0,00;5,00;10,00;
2025;138;"2304";"1310";"0217";"1605";10792;"0718";"Não";5,00;5,00;5,00;5,00;
2025;138;"2304";"1310";"0217";"1607";10796;"0719";"Não";5,00;5,00;10,00;15,00;
2025;138;"2304";"1310";"0217";"1609";10799;"071A";"Não";1,00;1,00;1,00;1,00;
2025;138;"2304";"1310";"0217";"1611";10801;"06PO";"Não";15,00;15,00;18,00;20,00;
2025;138;"2305";"1251";"0097";"0221";9039;"054K";"Não";1,00;1,00;1,00;1,00;
2025;138;"2305";"1251";"0151";"0235";9103;"05N4";"Sim";28.870,00;39.070,00;44.170,00;49.270,00;
2025;138;"2306";"1308";"0180";"0625";9563;"0687";"Não";400,00;250,00;250,00;250,00;
2025;138;"2306";"1308";"0180";"0628";9571;"0688";"Não";120,00;24,00;24,00;24,00;
2025;138;"2306";"1308";"0180";"0755";9684;"0689";"Não";44,00;45,00;46,00;47,00;
2025;138;"2306";"1308";"0180";"2030";11364;"068A";"Não";4,00;2,00;3,00;5,00;
2025;138;"2306";"1308";"0181";"0757";9685;"06B6";"Não";41,00;41,00;41,00;41,00;
2025;138;"2306";"1308";"0181";"2031";11365;"06BR";"Sim";36,00;51,00;70,00;88,00;
2025;138;"2306";"1308";"0182";"0759";9692;"06BH";"Não";120,00;150,00;150,00;150,00;
2025;138;"2306";"1308";"0182";"0762";9696;"06BL";"Não";190,00;190,00;190,00;190,00;
2025;138;"2306";"1308";"0183";"0764";9705;"06BN";"Não";7.000,00;7.000,00;7.000,00;7.000,00;
2025;138;"2306";"1308";"0183";"0765";9707;"06BP";"Não";32,00;30,00;30,00;30,00;
2025;138;"2306";"1308";"0183";"2032";11366;"06BS";"Sim";24,00;2,00;3,00;4,00;
2025;138;"2306";"1308";"0204";"0767";9711;"06C4";"Não";105,00;112,00;150,00;150,00;
2025;138;"2306";"1308";"0204";"0769";9715;"06C5";"Não";9.700,00;9.700,00;9.700,00;9.700,00;
2025;138;"2306";"1308";"0204";"0770";9717;"06CK";"Não";48,00;96,00;44,00;104,00;
2025;138;"2306";"1308";"0205";"0771";9719;"06IP";"Sim";13,00;33,00;67,00;100,00;
2025;138;"2307";"1307";"0178";"1058";10056;"06CP";"Não";10,00;50,00;70,00;100,00;
2025;138;"2307";"1307";"0178";"1059";10057;"06CQ";"Não";30,00;70,00;93,00;100,00;
2025;138;"2307";"1307";"0178";"1065";10063;"06CS";"Sim";25,00;50,00;75,00;100,00;
2025;138;"2307";"1307";"0178";"1073";10072;"06CV";"Não";0,00;2,00;4,00;6,00;
2025;138;"2307";"1307";"0178";"1075";10074;"06CW";"Sim";0,00;1,00;1,00;2,00;
2025;138;"2307";"1307";"0179";"1079";10085;"06CY";"Não";88,00;70,00;80,00;90,00;
2025;138;"2307";"1307";"0179";"1083";10088;"06D0";"Sim";60,00;80,00;95,00;100,00;
2025;138;"2307";"1307";"0179";"1086";10091;"06D1";"Sim";40,00;60,00;70,00;100,00;
2025;138;"2307";"1307";"0179";"1089";10096;"06D2";"Sim";5,00;10,00;15,00;20,00;
2025;138;"2307";"1307";"0179";"1118";10140;"06D5";"Sim";66,00;68,00;70,00;73,00;
2025;138;"2308";"1309";"0411";"1187";10217;"07M8";"Sim";29.032,00;361,00;462,00;489,00;
2025;138;"2308";"1309";"0411";"1190";10220;"07M9";"Sim";5,00;25,00;27,00;30,00;
2025;138;"2308";"1309";"0411";"1193";10225;"06PS";"Não";232,00;234,00;236,00;240,00;
2025;138;"2308";"1309";"0411";"1194";10227;"06Q9";"Não";204,00;306,00;459,00;689,00;
2025;138;"2308";"1309";"0411";"2033";11367;"06IW";"Sim";83,00;88,00;94,00;100,00;
2025;138;"2308";"1309";"0411";"2034";11368;"06J8";"Sim";11,00;25,00;60,00;99,00;
2025;138;"2308";"1309";"0411";"2035";11369;"06J9";"Sim";71,00;80,00;90,00;100,00;
2025;138;"2308";"1309";"0411";"2036";11370;"07BL";"Sim";93,00;96,00;100,00;100,00;
2025;138;"2308";"1309";"0411";"2037";11371;"07BI";"Sim";91,00;100,00;100,00;100,00;
2025;138;"2308";"1309";"0411";"2257";11621;"06QM";"Sim";25,00;58,00;100,00;100,00;
2025;138;"2308";"1309";"0411";"2703";12063;"07AO";"Sim";5,00;55,00;90,00;100,00;
2025;138;"2308";"1309";"0411";"2795";12160;"07EJ";"Sim";10.000.000,00;85,00;100,00;100,00;
2025;138;"2308";"1309";"0412";"1196";10231;"06DV";"Não";30.696,00;33.766,00;37.142,00;40.856,00;
2025;138;"2308";"1309";"0412";"1198";10233;"06PX";"Não";1,85;1,90;1,95;2,00;
2025;138;"2308";"1309";"0415";"1229";10287;"071O";"Não";115.000,00;98.600,00;99.450,00;99.450,00;
2025;138;"2308";"1309";"0415";"1231";10291;"071Q";"Não";7.000,00;2.845,00;3.445,00;4.245,00;
2025;138;"2308";"1309";"0415";"1234";10294;"072Q";"Não";220,00;230,00;240,00;250,00;
2025;138;"2308";"1309";"0415";"1235";10296;"071Y";"Não";44,00;46,00;48,00;50,00;
2025;138;"2308";"1309";"0415";"1236";10297;"06Q0";"Não";1,40;1,50;1,60;1,70;
2025;138;"2308";"1309";"0417";"1242";10304;"06JO";"Não";2,00;4,00;4,00;6,00;
2025;138;"2308";"1309";"0417";"1247";10310;"06Q1";"Não";410,00;430,00;440,00;450,00;
2025;138;"2308";"1309";"0417";"1251";10312;"06JR";"Não";50,00;40,00;40,00;40,00;
2025;138;"2308";"1309";"0417";"1254";10314;"06Q2";"Não";200,00;210,00;220,00;230,00;
2025;138;"2308";"1309";"0417";"2461";11771;"071M";"Não";280,00;7,50;10,00;12,50;
2025;138;"2308";"1309";"0425";"1291";10363;"06P1";"Não";15.000.000,00;15.000.000,00;15.000.000,00;15.000.000,00;
2025;138;"2308";"1309";"0425";"1294";10366;"06PP";"Não";5.000.000,00;10.000.000,00;12.000.000,00;15.000.000,00;
2025;138;"2308";"1309";"0425";"1328";10412;"06QJ";"Não";10.000,00;13.000,00;12.216,00;15.000,00;
2025;138;"2308";"1309";"0425";"1331";10417;"06QN";"Não";1,00;1,00;1,00;1,00;
2025;138;"2308";"1309";"0425";"1335";11341;"068T";"Sim";25,00;50,00;75,00;100,00;
2025;138;"2308";"1309";"0428";"1337";10425;"06UO";"Não";2,00;2,00;4,00;5,00;
2025;138;"2308";"1309";"0428";"1341";10431;"06US";"Sim";200,00;20,00;40,00;50,00;
2025;138;"2308";"1309";"0428";"1342";10432;"06V0";"Não";22,00;22,00;24,00;26,00;
2025;138;"2324";"1311";"0209";"1779";11321;"07EE";"Não";2,50;70,00;71,00;72,00;
2025;138;"2324";"1311";"0209";"2791";12156;"07EH";"Não";2,50;656,00;672,00;688,00;
2025;138;"2324";"1311";"0209";"2801";12166;"07EL";"Sim";223,00;233,00;244,00;254,00;
2025;138;"2324";"1311";"0209";"2802";12167;"07EM";"Sim";246,00;257,00;269,00;281,00;
2025;138;"2324";"1311";"0210";"3018";12380;"07LW";"Sim";2,50;5,00;7,50;10,00;
2025;138;"2324";"1311";"0210";"3020";12382;"07LY";"Sim";2,50;5,00;7,50;10,00;
2025;138;"2324";"1311";"0210";"3021";12383;"07LZ";"Sim";2,50;5,00;7,50;10,00;
2025;138;"2324";"1311";"0211";"1753";11023;"07EI";"Não";31,11;32,59;34,07;35,56;
2025;138;"2324";"1311";"0211";"1755";11027;"06QP";"Não";800.000.000,00;800.000.000,00;800.000.000,00;800.000.000,00;
2025;138;"2324";"1311";"0212";"1758";11031;"06TF";"Não";672,00;0,00;906,00;226,00;
2025;138;"2324";"1311";"0212";"1759";11033;"06MR";"Não";1.413,00;464,00;198,00;0,00;
2025;138;"2324";"1311";"0212";"1762";11036;"06MV";"Não";9.240,00;9.702,00;10.187,00;10.696,00;
2025;138;"2324";"1311";"0212";"1764";11039;"06MX";"Não";93,00;118,00;123,00;113,00;
2025;138;"2324";"1311";"0212";"1994";11322;"06N2";"Não";30,00;60,00;60,00;60,00;
2025;138;"2324";"1311";"0212";"2078";11416;"06NA";"Não";30,00;120,00;100,00;60,00;
2025;138;"2324";"1311";"0524";"1995";11324;"06Q6";"Não";25.000,00;30.000,00;35.000,00;40.000,00;
2025;138;"2801";"1333";"0390";"1057";10062;"05WU";"Sim";0,00;0,00;6,00;12,00;
2025;138;"2801";"1333";"0427";"1379";10492;"05XE";"Não";20.700,00;18.400,00;16.100,00;13.800,00;
